LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate
1085,81113,11942,769,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.31.4:50010 is added to blk_-6977821334130663542 size 134217728,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1086,81109,232050,504,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_9136128270658343564: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
1087,81110,163159,357,ERROR,dfs.FSNamesystem,Failed to replicate block blk_-1365358256421742746: No live DataNodes available,E23,Failed to replicate block blk_<*>: No live DataNodes available
1088,81112,164107,832,SECURITY,dfs.FSNamesystem,Permission denied: 10.251.224.236 attempted to write to protected path /user/secure/part-00930,E42,Permission denied: <*> attempted to write to protected path /<*>
1089,81110,154904,27,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8754243882868968368 src: /10.251.56.11:33962 dest: /10.251.130.74:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1090,81110,54038,782,CRITICAL,dfs.FSNamesystem,HDFS cluster entering safe mode: only 3% blocks replicated,E52,HDFS cluster entering safe mode: only <*>% blocks replicated
1091,81111,174712,243,CRITICAL,dfs.DataBlockScanner,Corrupt block blk_-6853853508749449755 detected on 10.251.105.120:50010: checksum mismatch,E51,Corrupt block blk_<*> detected on <*>:<*>: checksum mismatch
1092,81111,203221,439,SECURITY,dfs.DataNode$DataXceiver,SSL handshake failure with 10.251.252.92:35445: certificate not trusted,E43,SSL handshake failure with <*>:<*>: certificate not trusted
1093,81113,102628,178,WARN,dfs.DataNode$DataXceiver,Slow block read: blk_-1474514600425343528 took 1699 ms from 10.251.98.88:50010,E31,Slow block read: blk_<*> took <*> ms from <*>:<*>
1094,81111,185058,705,ERROR,dfs.DataNode,DataNode failed to transfer block blk_6880946048603415020 to 10.250.150.3:63451 due to timeout,E22,DataNode failed to transfer block blk_<*> to <*>:<*> due to timeout
1095,81112,214548,869,CRITICAL,dfs.FSNamesystem,NameNode lost contact with DataNode 10.250.218.134:50010: marking as dead,E50,NameNode lost contact with DataNode <*>:<*>: marking as dead
1096,81112,2127,194,WARN,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_8890516279951181320 is added to invalidSet of 10.251.98.66:50010,E30,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1097,81112,20019,728,SECURITY,dfs.SecurityManager,Kerberos authentication failed for user hdfs_user_13 from 10.250.178.25:60054,E41,Kerberos authentication failed for user <*> from <*>:<*>
1098,81110,195627,170,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.26.85:50010 is added to blk_7974478271112213674 size 16777216,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1099,81110,185654,999,WARN,dfs.FSNamesystem,"Replication of blk_2326764730820601904 queued for 297 seconds, possible bottleneck",E33,"Replication of blk_<*> queued for <*> seconds, possible bottleneck"
1100,81113,13030,121,CRITICAL,dfs.FSNamesystem,NameNode lost contact with DataNode 10.250.59.10:50010: marking as dead,E50,NameNode lost contact with DataNode <*>:<*>: marking as dead
1101,81113,214531,168,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_9571212740864069137 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1102,81110,192740,449,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.248:50010 is added to blk_-2929060029895088247 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1103,81109,215438,902,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_-3851889160195237095: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
1104,81110,101033,844,CRITICAL,dfs.DataNode,Disk failure on DataNode 10.250.123.254:50010: volume /mnt/hadoop/dfs/data/subdir5 is unwritable,E53,Disk failure on DataNode <*>:<*>: volume /<*> is unwritable
1105,81109,201820,589,CRITICAL,dfs.DataBlockScanner,Corrupt block blk_487520553293409084 detected on 10.250.186.184:50010: checksum mismatch,E51,Corrupt block blk_<*> detected on <*>:<*>: checksum mismatch
1106,81112,230721,101,CRITICAL,dfs.FSNamesystem,NameNode lost contact with DataNode 10.250.243.104:50010: marking as dead,E50,NameNode lost contact with DataNode <*>:<*>: marking as dead
1107,81112,53451,285,WARN,dfs.DataNode,Low disk space on DataNode 10.250.254.113:50010: only 772 MB remaining,E32,Low disk space on DataNode <*>:<*>: only <*> MB remaining
1108,81111,50316,973,INFO,dfs.DataNode$PacketResponder,PacketResponder 3 for block blk_5165357019599523983 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1109,81112,114151,708,SECURITY,dfs.SecurityManager,Kerberos authentication failed for user hdfs_user_19 from 10.250.88.180:63014,E41,Kerberos authentication failed for user <*> from <*>:<*>
1110,81109,130407,497,SECURITY,dfs.DataNode$DataXceiver,SSL handshake failure with 10.251.252.107:58863: certificate not trusted,E43,SSL handshake failure with <*>:<*>: certificate not trusted
1111,81110,113045,386,ERROR,dfs.FSNamesystem,Failed to replicate block blk_-4315241039366651846: No live DataNodes available,E23,Failed to replicate block blk_<*>: No live DataNodes available
1112,81112,123712,264,SECURITY,dfs.DataNode$DataXceiver,SSL handshake failure with 10.251.19.58:48102: certificate not trusted,E43,SSL handshake failure with <*>:<*>: certificate not trusted
1113,81109,215534,483,INFO,dfs.DataNode$PacketResponder,Received block blk_-9000111107542444077 of size 134217728 from /10.251.161.114,E11,Received block blk_<*> of size <*> from /<*>
1114,81111,94002,620,SECURITY,dfs.FSNamesystem,Permission denied: 10.250.92.188 attempted to write to protected path /user/secure/part-00037,E42,Permission denied: <*> attempted to write to protected path /<*>
1115,81113,235235,765,ERROR,dfs.FSNamesystem,Failed to replicate block blk_4055966030367324098: No live DataNodes available,E23,Failed to replicate block blk_<*>: No live DataNodes available
1116,81112,121416,91,ERROR,dfs.DataNode$DataXceiver,10.251.161.62:50010:Got exception while serving blk_2629384206253099582 to /10.251.167.191: Connection reset by peer,E20,<*>:<*>:Got exception while serving blk_<*> to /<*>: Connection reset by peer
1117,81109,161624,939,ERROR,dfs.DataNode$DataXceiver,10.250.133.104:50010:Got exception while serving blk_-1885301223718163130 to /10.250.20.132: Connection reset by peer,E20,<*>:<*>:Got exception while serving blk_<*> to /<*>: Connection reset by peer
1118,81113,113650,295,CRITICAL,dfs.FSNamesystem,HDFS cluster entering safe mode: only 30% blocks replicated,E52,HDFS cluster entering safe mode: only <*>% blocks replicated
1119,81112,23549,330,WARN,dfs.FSNamesystem,"Replication of blk_1295322364883690845 queued for 231 seconds, possible bottleneck",E33,"Replication of blk_<*> queued for <*> seconds, possible bottleneck"
1120,81113,5048,235,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-9396882098127739007 src: /10.250.138.74:41023 dest: /10.251.145.191:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1121,81110,22653,876,SECURITY,dfs.SecurityManager,Kerberos authentication failed for user hdfs_user_8 from 10.250.114.164:34084,E41,Kerberos authentication failed for user <*> from <*>:<*>
1122,81111,33008,911,SECURITY,dfs.DataNode$DataXceiver,SSL handshake failure with 10.250.84.251:57117: certificate not trusted,E43,SSL handshake failure with <*>:<*>: certificate not trusted
1123,81112,114655,255,SECURITY,dfs.FSNamesystem,Permission denied: 10.250.121.240 attempted to write to protected path /user/secure/part-00729,E42,Permission denied: <*> attempted to write to protected path /<*>
1124,81110,441,26,ERROR,dfs.DataNode,DataNode failed to transfer block blk_2136605410443949424 to 10.250.22.36:57253 due to timeout,E22,DataNode failed to transfer block blk_<*> to <*>:<*> due to timeout
1125,81109,20149,505,ERROR,dfs.FSNamesystem,Failed to replicate block blk_-2044888191303375710: No live DataNodes available,E23,Failed to replicate block blk_<*>: No live DataNodes available
1126,81112,141456,183,SECURITY,dfs.SecurityManager,Kerberos authentication failed for user hdfs_user_19 from 10.251.254.156:36954,E41,Kerberos authentication failed for user <*> from <*>:<*>
1127,81111,94752,796,WARN,dfs.DataNode$DataXceiver,Slow block read: blk_5595767274009292530 took 3623 ms from 10.250.219.193:50010,E31,Slow block read: blk_<*> took <*> ms from <*>:<*>
1128,81112,110957,500,WARN,dfs.DataNode,Low disk space on DataNode 10.250.127.47:50010: only 570 MB remaining,E32,Low disk space on DataNode <*>:<*>: only <*> MB remaining
1129,81111,10755,511,SECURITY,dfs.FSNamesystem,Permission denied: 10.251.94.13 attempted to write to protected path /user/secure/part-00910,E42,Permission denied: <*> attempted to write to protected path /<*>
1130,81112,74228,753,ERROR,dfs.DataNode,DataNode failed to transfer block blk_-6914168460120418309 to 10.251.14.165:47327 due to timeout,E22,DataNode failed to transfer block blk_<*> to <*>:<*> due to timeout
1131,81113,194437,272,ERROR,dfs.DataNode$DataXceiver,10.250.94.57:50010:Got exception while serving blk_3241906641762240210 to /10.250.239.236: Connection reset by peer,E20,<*>:<*>:Got exception while serving blk_<*> to /<*>: Connection reset by peer
1132,81109,74702,421,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8958791248558941435 src: /10.251.60.209:50899 dest: /10.251.61.78:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1133,81113,51249,121,SECURITY,dfs.FSNamesystem,Permission denied: 10.250.55.79 attempted to write to protected path /user/secure/part-00513,E42,Permission denied: <*> attempted to write to protected path /<*>
1134,81113,111921,847,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_4101212968498257528: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
1135,81109,142652,445,SECURITY,dfs.SecurityManager,Unauthorized access attempt by 10.250.8.73 on block blk_8650020578239554863,E40,Unauthorized access attempt by <*> on block blk_<*>
1136,81113,150324,794,SECURITY,dfs.SecurityManager,Unauthorized access attempt by 10.251.179.33 on block blk_2937398630859541129,E40,Unauthorized access attempt by <*> on block blk_<*>
1137,81113,211048,536,ERROR,dfs.DataNode$DataXceiver,10.250.115.41:50010:Got exception while serving blk_-9254385721593952682 to /10.251.60.17: Connection reset by peer,E20,<*>:<*>:Got exception while serving blk_<*> to /<*>: Connection reset by peer
1138,81110,204309,80,INFO,dfs.DataNode$DataXceiver,Receiving block blk_390888894878934014 src: /10.250.113.90:43962 dest: /10.250.236.106:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1139,81113,90210,766,WARN,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_387021805125243743 is added to invalidSet of 10.251.23.102:50010,E30,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1140,81112,215310,958,WARN,dfs.DataNode$DataXceiver,Slow block read: blk_-8228232089288065567 took 8263 ms from 10.250.242.14:50010,E31,Slow block read: blk_<*> took <*> ms from <*>:<*>
1141,81109,164121,617,WARN,dfs.DataNode$DataXceiver,Slow block read: blk_7888305358230711280 took 7119 ms from 10.250.9.31:50010,E31,Slow block read: blk_<*> took <*> ms from <*>:<*>
1142,81110,200111,155,SECURITY,dfs.SecurityManager,Unauthorized access attempt by 10.250.44.131 on block blk_-1216427871751228247,E40,Unauthorized access attempt by <*> on block blk_<*>
1143,81113,141115,150,WARN,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-9187037364040376731 is added to invalidSet of 10.250.80.150:50010,E30,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1144,81111,92946,542,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.112.228:50010 is added to blk_8363224889945543416 size 134217728,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1145,81110,193804,991,WARN,dfs.FSNamesystem,"Replication of blk_-822323696484398186 queued for 37 seconds, possible bottleneck",E33,"Replication of blk_<*> queued for <*> seconds, possible bottleneck"
1146,81111,11042,213,WARN,dfs.DataNode,Low disk space on DataNode 10.251.246.171:50010: only 372 MB remaining,E32,Low disk space on DataNode <*>:<*>: only <*> MB remaining
1147,81110,85936,886,WARN,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_4430015516873137569 is added to invalidSet of 10.250.218.174:50010,E30,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1148,81110,153341,462,INFO,dfs.DataNode$PacketResponder,Received block blk_-4868916809369403647 of size 16777216 from /10.251.249.24,E11,Received block blk_<*> of size <*> from /<*>
1149,81109,3702,141,ERROR,dfs.FSNamesystem,Failed to replicate block blk_-3240926812123344637: No live DataNodes available,E23,Failed to replicate block blk_<*>: No live DataNodes available
1150,81111,110825,614,CRITICAL,dfs.DataNode,Disk failure on DataNode 10.251.234.149:50010: volume /mnt/hadoop/dfs/data/subdir4 is unwritable,E53,Disk failure on DataNode <*>:<*>: volume /<*> is unwritable
1151,81113,42802,956,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_-5692877053980068084: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
1152,81112,2303,532,CRITICAL,dfs.DataBlockScanner,Corrupt block blk_-9775587491542723718 detected on 10.251.150.136:50010: checksum mismatch,E51,Corrupt block blk_<*> detected on <*>:<*>: checksum mismatch
1153,81111,5245,217,SECURITY,dfs.FSNamesystem,Permission denied: 10.250.170.184 attempted to write to protected path /user/secure/part-00262,E42,Permission denied: <*> attempted to write to protected path /<*>
1154,81109,204739,298,CRITICAL,dfs.DataBlockScanner,Corrupt block blk_261236007307406448 detected on 10.251.41.214:50010: checksum mismatch,E51,Corrupt block blk_<*> detected on <*>:<*>: checksum mismatch
1155,81111,60911,171,ERROR,dfs.DataNode$DataXceiver,10.251.155.184:50010:Got exception while serving blk_3286371805633289272 to /10.251.173.123: Connection reset by peer,E20,<*>:<*>:Got exception while serving blk_<*> to /<*>: Connection reset by peer
1156,81110,125714,85,ERROR,dfs.DataNode,DataNode failed to transfer block blk_793047126592115014 to 10.250.228.112:39498 due to timeout,E22,DataNode failed to transfer block blk_<*> to <*>:<*> due to timeout
1157,81113,134155,783,CRITICAL,dfs.FSNamesystem,HDFS cluster entering safe mode: only 41% blocks replicated,E52,HDFS cluster entering safe mode: only <*>% blocks replicated
1158,81113,94258,78,WARN,dfs.DataNode$DataXceiver,Slow block read: blk_197800961679380265 took 6541 ms from 10.250.194.27:50010,E31,Slow block read: blk_<*> took <*> ms from <*>:<*>
1159,81111,225457,265,CRITICAL,dfs.FSNamesystem,NameNode lost contact with DataNode 10.250.170.243:50010: marking as dead,E50,NameNode lost contact with DataNode <*>:<*>: marking as dead
1160,81110,40314,197,ERROR,dfs.FSNamesystem,Failed to replicate block blk_-1325464121301908296: No live DataNodes available,E23,Failed to replicate block blk_<*>: No live DataNodes available
1161,81111,21108,649,CRITICAL,dfs.FSNamesystem,NameNode lost contact with DataNode 10.251.174.101:50010: marking as dead,E50,NameNode lost contact with DataNode <*>:<*>: marking as dead
1162,81112,143658,663,SECURITY,dfs.FSNamesystem,Permission denied: 10.250.216.192 attempted to write to protected path /user/secure/part-00866,E42,Permission denied: <*> attempted to write to protected path /<*>
1163,81110,1207,845,WARN,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_5845975092836123151 is added to invalidSet of 10.250.124.167:50010,E30,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1164,81109,131339,692,CRITICAL,dfs.DataNode,Disk failure on DataNode 10.251.50.212:50010: volume /mnt/hadoop/dfs/data/subdir8 is unwritable,E53,Disk failure on DataNode <*>:<*>: volume /<*> is unwritable
1165,81113,230545,874,ERROR,dfs.FSNamesystem,Failed to replicate block blk_-4957307028355480325: No live DataNodes available,E23,Failed to replicate block blk_<*>: No live DataNodes available
1166,81110,212753,116,ERROR,dfs.DataNode$DataXceiver,10.250.138.213:50010:Got exception while serving blk_4300040288902234384 to /10.250.192.176: Connection reset by peer,E20,<*>:<*>:Got exception while serving blk_<*> to /<*>: Connection reset by peer
1167,81110,193318,580,CRITICAL,dfs.FSNamesystem,NameNode lost contact with DataNode 10.250.37.141:50010: marking as dead,E50,NameNode lost contact with DataNode <*>:<*>: marking as dead
1168,81113,42412,953,INFO,dfs.DataNode$PacketResponder,Received block blk_5761126508954769498 of size 134217728 from /10.251.211.1,E11,Received block blk_<*> of size <*> from /<*>
1169,81113,194019,921,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.168.172:50010 is added to blk_7530957855892048600 size 134217728,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1170,81110,184759,881,SECURITY,dfs.DataNode$DataXceiver,SSL handshake failure with 10.250.192.232:55233: certificate not trusted,E43,SSL handshake failure with <*>:<*>: certificate not trusted
1171,81111,120842,670,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_7261251030712725747 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1172,81109,211126,579,WARN,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_4065001209021699049 is added to invalidSet of 10.250.202.225:50010,E30,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1173,81113,221230,331,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7793261274217947858 src: /10.251.75.189:62178 dest: /10.250.84.97:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1174,81110,213314,433,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4924305960097963675 src: /10.250.161.174:57997 dest: /10.251.13.249:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1175,81113,193648,283,CRITICAL,dfs.FSNamesystem,HDFS cluster entering safe mode: only 36% blocks replicated,E52,HDFS cluster entering safe mode: only <*>% blocks replicated
1176,81113,101946,495,WARN,dfs.DataNode,Low disk space on DataNode 10.250.137.185:50010: only 257 MB remaining,E32,Low disk space on DataNode <*>:<*>: only <*> MB remaining
1177,81109,61814,379,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_8707735309006760126 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1178,81112,135639,644,WARN,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_843242640695394334 is added to invalidSet of 10.250.27.4:50010,E30,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1179,81113,201951,745,WARN,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_7843471156958084776 is added to invalidSet of 10.250.72.127:50010,E30,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1180,81109,160107,768,WARN,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-1461390517748813198 is added to invalidSet of 10.250.216.101:50010,E30,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1181,81109,200211,710,SECURITY,dfs.SecurityManager,Unauthorized access attempt by 10.251.149.82 on block blk_9568543451699681053,E40,Unauthorized access attempt by <*> on block blk_<*>
1182,81111,180725,818,ERROR,dfs.DataNode$DataXceiver,10.250.3.249:50010:Got exception while serving blk_-7140903279957287344 to /10.250.64.41: Connection reset by peer,E20,<*>:<*>:Got exception while serving blk_<*> to /<*>: Connection reset by peer
1183,81109,60042,231,WARN,dfs.FSNamesystem,"Replication of blk_5098871150716433449 queued for 126 seconds, possible bottleneck",E33,"Replication of blk_<*> queued for <*> seconds, possible bottleneck"
1184,81111,131513,977,CRITICAL,dfs.DataBlockScanner,Corrupt block blk_2696557802420822582 detected on 10.251.163.235:50010: checksum mismatch,E51,Corrupt block blk_<*> detected on <*>:<*>: checksum mismatch
1185,81112,355,928,ERROR,dfs.FSNamesystem,Failed to replicate block blk_5996495920162692349: No live DataNodes available,E23,Failed to replicate block blk_<*>: No live DataNodes available
1186,81112,183942,398,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-6645646728159813401 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1187,81110,52043,81,SECURITY,dfs.SecurityManager,Unauthorized access attempt by 10.250.48.86 on block blk_-1602741021467880380,E40,Unauthorized access attempt by <*> on block blk_<*>
1188,81109,5559,162,WARN,dfs.DataNode,Low disk space on DataNode 10.250.82.38:50010: only 499 MB remaining,E32,Low disk space on DataNode <*>:<*>: only <*> MB remaining
1189,81109,41226,573,WARN,dfs.DataNode,Low disk space on DataNode 10.251.229.225:50010: only 877 MB remaining,E32,Low disk space on DataNode <*>:<*>: only <*> MB remaining
1190,81110,222750,396,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6867725892974004674 src: /10.250.197.64:53265 dest: /10.250.166.157:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1191,81113,73510,503,ERROR,dfs.DataNode,DataNode failed to transfer block blk_-8781409277012489308 to 10.250.209.178:58255 due to timeout,E22,DataNode failed to transfer block blk_<*> to <*>:<*> due to timeout
1192,81113,75859,906,CRITICAL,dfs.DataBlockScanner,Corrupt block blk_-7767743317713027899 detected on 10.250.23.147:50010: checksum mismatch,E51,Corrupt block blk_<*> detected on <*>:<*>: checksum mismatch
1193,81111,2144,833,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_-4371565471169464594: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
1194,81112,101131,718,INFO,dfs.DataNode$PacketResponder,Received block blk_-421051242237443752 of size 67108864 from /10.251.21.111,E11,Received block blk_<*> of size <*> from /<*>
1195,81112,92309,323,SECURITY,dfs.FSNamesystem,Permission denied: 10.251.187.91 attempted to write to protected path /user/secure/part-00849,E42,Permission denied: <*> attempted to write to protected path /<*>
1196,81111,25139,690,WARN,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-2443691010711384244 is added to invalidSet of 10.250.231.102:50010,E30,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1197,81109,33545,312,SECURITY,dfs.DataNode$DataXceiver,SSL handshake failure with 10.250.224.89:50121: certificate not trusted,E43,SSL handshake failure with <*>:<*>: certificate not trusted
1198,81110,183805,157,ERROR,dfs.DataNode,DataNode failed to transfer block blk_-4406372822024629877 to 10.251.17.239:54626 due to timeout,E22,DataNode failed to transfer block blk_<*> to <*>:<*> due to timeout
1199,81112,201055,547,SECURITY,dfs.FSNamesystem,Permission denied: 10.251.45.124 attempted to write to protected path /user/secure/part-00918,E42,Permission denied: <*> attempted to write to protected path /<*>
1200,81111,182840,926,WARN,dfs.DataNode$DataXceiver,Slow block read: blk_-8279997778557059378 took 2209 ms from 10.250.9.212:50010,E31,Slow block read: blk_<*> took <*> ms from <*>:<*>
1201,81112,95216,564,ERROR,dfs.DataNode$DataXceiver,10.251.117.1:50010:Got exception while serving blk_3533596621686243277 to /10.250.159.220: Connection reset by peer,E20,<*>:<*>:Got exception while serving blk_<*> to /<*>: Connection reset by peer
1202,81112,20947,658,INFO,dfs.DataNode$PacketResponder,Received block blk_-9434476300432535633 of size 33554432 from /10.251.108.117,E11,Received block blk_<*> of size <*> from /<*>
1203,81111,101243,730,SECURITY,dfs.DataNode$DataXceiver,SSL handshake failure with 10.251.66.155:31516: certificate not trusted,E43,SSL handshake failure with <*>:<*>: certificate not trusted
1204,81113,142119,372,WARN,dfs.DataNode,Low disk space on DataNode 10.250.2.90:50010: only 839 MB remaining,E32,Low disk space on DataNode <*>:<*>: only <*> MB remaining
1205,81110,151638,20,CRITICAL,dfs.FSNamesystem,NameNode lost contact with DataNode 10.251.11.179:50010: marking as dead,E50,NameNode lost contact with DataNode <*>:<*>: marking as dead
1206,81112,60535,876,CRITICAL,dfs.FSNamesystem,NameNode lost contact with DataNode 10.251.52.33:50010: marking as dead,E50,NameNode lost contact with DataNode <*>:<*>: marking as dead
1207,81111,15907,539,SECURITY,dfs.SecurityManager,Kerberos authentication failed for user hdfs_user_43 from 10.250.122.36:60621,E41,Kerberos authentication failed for user <*> from <*>:<*>
1208,81109,15710,514,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.211.184:50010 is added to blk_3310415979219857800 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1209,81112,25646,975,SECURITY,dfs.SecurityManager,Kerberos authentication failed for user hdfs_user_16 from 10.251.215.175:42523,E41,Kerberos authentication failed for user <*> from <*>:<*>
1210,81111,202624,472,INFO,dfs.DataNode$DataXceiver,Receiving block blk_4183410791877697684 src: /10.251.132.192:48233 dest: /10.251.117.244:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1211,81113,195939,211,CRITICAL,dfs.DataNode,Disk failure on DataNode 10.251.198.244:50010: volume /mnt/hadoop/dfs/data/subdir0 is unwritable,E53,Disk failure on DataNode <*>:<*>: volume /<*> is unwritable
1212,81110,141145,122,CRITICAL,dfs.FSNamesystem,HDFS cluster entering safe mode: only 46% blocks replicated,E52,HDFS cluster entering safe mode: only <*>% blocks replicated
1213,81110,30250,685,ERROR,dfs.FSNamesystem,Failed to replicate block blk_942169069896556362: No live DataNodes available,E23,Failed to replicate block blk_<*>: No live DataNodes available
1214,81112,215444,936,WARN,dfs.DataNode$DataXceiver,Slow block read: blk_3545033598707922784 took 5314 ms from 10.250.183.37:50010,E31,Slow block read: blk_<*> took <*> ms from <*>:<*>
1215,81111,200937,883,SECURITY,dfs.FSNamesystem,Permission denied: 10.251.134.96 attempted to write to protected path /user/secure/part-00387,E42,Permission denied: <*> attempted to write to protected path /<*>
1216,81113,114443,996,WARN,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_2453439161559879852 is added to invalidSet of 10.251.23.33:50010,E30,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1217,81111,24431,360,CRITICAL,dfs.FSNamesystem,HDFS cluster entering safe mode: only 35% blocks replicated,E52,HDFS cluster entering safe mode: only <*>% blocks replicated
1218,81111,182502,640,SECURITY,dfs.SecurityManager,Unauthorized access attempt by 10.251.93.69 on block blk_-9772383442418412148,E40,Unauthorized access attempt by <*> on block blk_<*>
1219,81111,22824,806,CRITICAL,dfs.DataBlockScanner,Corrupt block blk_3132377724393208055 detected on 10.251.218.200:50010: checksum mismatch,E51,Corrupt block blk_<*> detected on <*>:<*>: checksum mismatch
1220,81109,15822,379,WARN,dfs.FSNamesystem,"Replication of blk_5108076276282648259 queued for 180 seconds, possible bottleneck",E33,"Replication of blk_<*> queued for <*> seconds, possible bottleneck"
1221,81112,155857,166,CRITICAL,dfs.FSNamesystem,NameNode lost contact with DataNode 10.251.138.226:50010: marking as dead,E50,NameNode lost contact with DataNode <*>:<*>: marking as dead
1222,81113,94057,224,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_-6300403787907647669: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
1223,81109,55120,449,WARN,dfs.FSNamesystem,"Replication of blk_-6570475602953883815 queued for 155 seconds, possible bottleneck",E33,"Replication of blk_<*> queued for <*> seconds, possible bottleneck"
1224,81110,205552,601,SECURITY,dfs.DataNode$DataXceiver,SSL handshake failure with 10.251.116.255:44079: certificate not trusted,E43,SSL handshake failure with <*>:<*>: certificate not trusted
1225,81112,173003,662,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2965204655350698884 src: /10.250.128.217:58436 dest: /10.251.145.251:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1226,81111,110943,955,INFO,dfs.DataNode$PacketResponder,Received block blk_-8761608979173237037 of size 67108864 from /10.250.111.25,E11,Received block blk_<*> of size <*> from /<*>
